url,page_type,title_flag,description_flag,classification,title_action,description_action,evidence,gsc_available,risk,decision
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-นครพนม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-บึงกาฬ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-บุรีรัมย์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-มหาสารคาม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-มุกดาหาร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-ยโสธร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-ศรีสะเกษ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-สกลนคร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-สุรินทร์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-หนองคาย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-หนองบัวลำภู","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-อำนาจเจริญ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-อุดรธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-อุบลราชธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-server-เลย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-นครพนม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-นครราชสีมา","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-บึงกาฬ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-มหาสารคาม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-มุกดาหาร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-ยโสธร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-สกลนคร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-สุรินทร์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-หนองคาย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-หนองบัวลำภู","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-อำนาจเจริญ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-อุดรธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-อุบลราชธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อ-ups-เลย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-กาฬสินธุ์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-ขอนแก่น","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-ชัยภูมิ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-นครพนม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-นครราชสีมา","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-บึงกาฬ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-บุรีรัมย์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-มหาสารคาม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-มุกดาหาร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-ยโสธร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-สกลนคร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-สุรินทร์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-หนองคาย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-อุดรธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-อุบลราชธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อของสะสม-เลย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อคอมพิวเตอร์-อุบลราชธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-ขอนแก่น","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-ชัยภูมิ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-นครพนม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-บึงกาฬ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-มหาสารคาม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-มุกดาหาร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-ยโสธร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-สกลนคร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-สุรินทร์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-หนองคาย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-อุดรธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-อุบลราชธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้อทีวี-เลย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์-network-เลย","service-x-location","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","logistics_phrase_at_end_location_early_valid_if_truncated;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-กาฬสินธุ์","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-นครราชสีมา","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-บุรีรัมย์","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-มหาสารคาม","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-มุกดาหาร","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-ร้อยเอ็ด","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-ศรีสะเกษ","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-สุรินทร์","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้ออุปกรณ์คอมพิวเตอร์-หนองบัวลำภู","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
